,Product_id,Selling_Price
0,SCHE4YSTDVPVZVXW,3503.0951168374145
1,ACCEGCATKHNRXUHW,2265.2643529177512
2,NKCE6GJ5XVJDXNNZ,11183.661570163047
3,NKCEB8BK3ZXDHDHM,9120.72946505722
4,TOPEFDXSAHRNPF94,5610.193478224333
5,ACCE558KZHEPZYMG,8993.461401113573
6,ACCEAZCVAMFHDPY7,5155.944166539934
7,NKCDYNY37JPBGBVM,2781.8955445512242
8,NKCEY8KWY33FCUYD,7203.349523256475
9,RNGE4YPTQYRECV9J,4513.400836132184
10,NKCE88AHBHJZREXH,4137.727222812305
11,CLTEJ5ZZGBP4JGGE,7555.360534522939
12,WATE3NWH5FZWAMDA,7669.79623544349
13,CAGE53FSFZVFPFHQ,2059.865429159414
14,PCSEAKVBFFPGCHNZ,3873.347804739167
15,WATDFFH3KJYBTYGG,7086.975805661103
16,NKCDWHFQSCHHYZMP,2956.9040980148798
17,RNGEB2PG3Q5RKDW6,3566.4466806003466
18,NKCE5UY9HHPZGGUZ,4495.926209349191
19,KTAEHETW3ZCMFMJR,4243.87809258568
20,BRAEBBYRVF9MHJHU,7360.311455558615
21,NKCEAX7HAQ2RJA3Q,9888.054091907941
22,CRTECN2RQZWBSP9W,5011.566686611728
23,WATDEWZ9UHSEHGZG,9101.63374076505
24,PTPEYW8HNV6G9YYR,3099.188136874809
25,ACCEAMGZRRYVAHDC,5021.661043812286
26,SRTEHHXG8MUXTGPA,5899.980046151986
27,SKIE4S4NN4MHYM3Z,4934.949731890061
28,HMBE7G34YHWPWKYN,7065.54313697346
29,LLIEGTMFJBD7ZZZM,12954.353966702185
30,ACCEJGH6JVTM4CBH,1360.666316969582
31,ACCDQDYBXJ9HZF37,9461.858442022505
32,RNGE88FRGZCXNKUG,-79.77829251014282
33,NKCE7M3QNNPZDXHQ,9794.89790944573
34,VLBEGFFDP9H6WG2T,3663.0112220060573
35,TOPEAFG4YEQSH5TT,2794.794116759829
36,WATEYAP3K2QQQWDH,5348.739737750284
37,PCSEBDFUFJWGARNX,10019.918568717785
38,SWTEGXQFZY95SKG7,4893.537988624313
39,BRAEGJFXSM9ZQ6SK,6388.091273483804
40,CAGE6FYKP34GA4GF,7237.5294035579145
41,HMBEJCMH78VJF3M8,4470.476904377423
42,HIFEB7J3GSTVN5XJ,10201.05405261798
43,PBXE6ZHNGZREWWHR,4670.47866859988
44,PCSEAKVBNXFGZBKB,6658.799892622859
45,BRAEBBMQQNZ9RZWR,5663.234265171093
46,ACCEGKFCXHZZH44S,565.42918330044
47,SHODXQRRGKZ74U9M,4457.064531720354
48,DREE2Y6DVEKVVQQS,4535.959894534426
49,PBXE8ZHHG5Y525BT,6718.463472327526
50,CTTEH9FXZHGFKUA3,7735.107529984933
51,ACCDXFZXGQTBTM6N,3762.307241833011
52,NKCE9PFF3TT4KSQJ,7536.910507787477
53,BRAE6NZAZK77HXZK,1368.228265189237
54,NKCE4TV42BHDP63U,3543.1265352802475
55,AIREDGGD9RJPZGYW,5523.790539654073
56,PCSEDAPMHR2HNHWP,7950.11436914959
57,PACE95FMAFXHZB5C,4522.0369896033935
58,WATDG4KP445AV5XC,12987.881788106106
59,ACCE9EYRRNZYZUBG,-873.3991645223614
60,ACCE8XZMAHNC8JVS,92.61509429304215
61,SHOED5DCSTQKZCGF,3915.864470639306
62,NKCE64Z4NGBHNAY7,3729.2903866456877
63,PBXE8WQTZ5GA2YYQ,1280.2269406567118
64,MUGEGZUMGYAPVSZH,4840.920151341122
65,PBXE4RB3Y3GXWPFV,433.4344522444999
66,PCSE2ZFDJJGFNHC7,400.5968975567612
67,CRTECN2QT5HKHZ8F,4811.24592296663
68,MUGEACY8Q7ZYSTN8,1960.9080735167058
69,ACCEGG9VGRMQGHRD,7025.810951212392
70,PCSE76X48PVSDDVK,1541.8472355842648
71,PBXE6677X2D6UFZZ,5678.7628147155265
72,WCKEGGGD2TXHHTJC,-1811.0618085592287
73,NKCE7MMGF4PPGNA6,3115.507415855297
74,CRTECN2QYTPHK5YQ,4978.78151919791
75,OIDEJFCWMMR6JQBE,5567.455150102945
76,WATE5HFY4MJX6CHD,5419.083115661014
77,DREE4FC4TAR8M5GN,4856.545081783066
78,HACEGPF9DZVUZBFY,7849.466422765827
79,PBXE4Q7YF5KUYJYW,11141.48122450144
80,SHIED9YEH65NSA8N,9970.381423778977
81,WATDHMQJ68MVBRFV,12695.81552464915
82,HMBEGWTFEV4TF2RH,3420.5885920677274
83,SHIE2FH7YTVDHFGT,3224.804990455166
84,CRTECN2QYRY2KWZF,4448.987718540062
85,TSHEDJXPN4HNT2UP,5959.728592275327
86,SHOECZH5WGBZHZES,2888.114721805745
87,NKCEDCT9MSAYG6H5,5277.674803116916
88,SOCEGGVYBTZPKXVP,4641.054052351408
89,PBXECARAQBCDSAZW,3681.7221806525004
90,CAGDU85YDHP9ZJH7,2590.546449203991
91,TCVEHSMFEGNCAGYN,4992.417053571281
92,RNGEDAPFZ2GKRUER,1422.6348353914436
93,CAGDY9Q7HSNDHGFC,3809.859245182047
94,NKCECKHYZVHBQU9F,-842.1403083721575
95,NKCDQSVCRH8W73GF,6456.134649183165
96,WATD9H76RKGUUZHY,13353.833258683911
97,NKCE5HYVDQVATMKF,2258.7673386031156
98,RNGE9GWMKVHGEYZG,4293.75425631342
99,SHOEAGUMMWFABHUT,3475.0886065572504
100,SWDEGZMPYQGNEBHG,5068.983098339727
101,TOPEFDXSHZPHCUAU,8923.63747473142
102,CAGDU85Y85GDJGUD,1548.6476853374272
103,CAGE4BQXK3FSTRRS,3550.6445589953446
104,CAGDZVGTV3SMMMBY,5191.166724484014
105,BEOEGXRVQPCKJHYC,3678.4359605377213
106,NKCE9YFBBYBM88DR,3390.140420482416
107,DREECZGZVWGQM23M,4357.910310785424
108,PBXECYF3YHWYG4UN,-1845.8863839112837
109,WATEBG8FGBPUPKCV,4914.197402924543
110,SHIEEJG9RRDUH9XG,3471.9587483192336
111,CRTECN2QXAPEWXSF,2800.619669149284
112,BRAEE6YMSYPNCUX3,1706.3185525912686
113,WATE9MVXJXHZHEJU,3503.9159759052063
114,RNGDREYRQQGZAPQM,5550.9515673342585
115,CTPEGGFSNDQFAAVE,3610.8304256538913
116,NKCEF2RFAPHSHZZZ,4103.241303951282
117,TOPDYAZZG5NU7ZBZ,6981.835102765934
118,PBXE7QPWMSS5XGPZ,-2389.510222708968
119,PCSECV3FHFAQ9T36,11337.32149896407
120,CRNEJB4NBT9BTM84,5151.935159277159
121,TSHEHU5RFJCTJKBV,6803.954329089971
122,DREECZJC3XBKGDZT,5436.918013150222
123,SUDEGGATGYXA9YBC,11556.492629597455
124,BRAE8WYHTVZMFFHS,5622.065123666114
125,SFFEGZBXTYFSYJQA,4292.200945319537
126,ACCEABVYXNHCT8UE,5365.9206103720235
127,BWLE6SJE9PXGV6DD,1847.0822574351005
128,NKCDYQ3RHYREHHYV,3954.4170535571857
129,NKCECDCRWDMZEH2Z,3251.036019320688
130,SRTEH2F6HUZMQ6SJ,6984.655846289499
131,BRAE6KWFGZFXKPPB,3553.0014247761146
132,HACEJQY5FQRZZUGM,8204.494575725967
133,CAGEYUXVF2FNARKD,3426.280838528721
134,NKCE7M3QTHTCGVVF,4158.5643506581455
135,TOPE8PBFNH9YNHFK,4835.977794238075
136,BRAEDQFRZS9QFYTQ,1835.8762284220109
137,HMBEJCMMQR2JHFVP,2308.4033007880525
138,ACCDRFVG52PHVRSK,7190.247855526448
139,NKCE7MBR4QRBASDQ,3410.422639473085
140,NKCDWBPZNZU5K2QZ,3623.0830533352146
141,BRAE8HMQATXFHFGZ,3577.459999375683
142,MUGEAGGKEGCPWWPN,3600.924106086741
143,BKPEGXYWWJPETZZA,5261.63428669574
144,SGLEGBV6ZNUJNJS9,5774.465203228436
145,CAGEYUXVAKNKDUUV,6362.894799169979
146,NKCEDH9ANZGDAUWG,3263.8122635223035
147,NKCE5EHJHS38BUWB,3592.2514834828944
148,PBXE9YWGRFUQXHQH,12027.432341674192
149,SHIE3QDHP5RDGMZY,2899.523356208575
150,RNGE9HDVMPVBYPGJ,3532.7695990879392
151,SCHE4YSTCUUSJWCK,2354.810618854911
152,SNDEGGTV9XERMGHH,6990.212449752887
153,PBXE92XFUMB7QWY6,8121.490380908044
154,CRTECN2QYK2R2PUS,4158.1166463269965
155,TOPEEEPVYHHF9HGW,3568.248803946708
156,MUGE8F5RDEYMH4YH,3974.5870337828255
157,NKCE52CSJ2GUY64G,1924.4640546016794
158,SHOE2K68QHZ3DWZF,3931.08826528683
159,DREE9YJHZZHWHAU7,4089.906133990482
160,NKCEACYSHS4MGKGY,12179.428813166507
161,CAGECT64KH6CZVMR,13289.09082174696
162,WATD9H76RG5FQT5Y,13499.41237295305
163,NKCE5UY97ACC9QAZ,-505.3257190127804
164,LJGEG6UPBW8GKPRD,4498.285398510184
165,PBXEBFGFRM5797BZ,4652.9963828869695
166,RNGEAY8GRWYMYSAK,5072.722289398551
167,SHOEF9G8WTWGAAFB,3751.1177034841617
168,PBXE5ZJZSAC73ZED,8350.752631864169
169,NKCEYYX9HJWJXAA8,3729.6803223271536
170,CAGDTFSHTF6TRBFZ,4583.45647365369
171,PBXE6E6YDZDNVKQH,1128.4163853932923
172,TROEGNQDQNGN99PJ,4444.3043076228005
173,CRTECN2QXC68CTUM,6242.4183882698635
174,CRTECN2QZNXTGGXG,5252.054603927089
175,VANE4VND2XHZRCNT,1828.8308976047012
176,NKCE8SESMHF2VSRM,3885.3831674627736
177,SHOEBYY4ZDWGQGEW,7586.393495466891
178,NKCEB7935AJSADGR,3997.9754019900292
179,SHIEBAXYS3FUTX8Z,6251.308799646792
180,NKCE2YCPKAPWDH8C,3064.418084315299
181,FABE92NVHZHSFHGT,3535.748438118051
182,SHIE93YGTRAV6XTW,5611.9220151328245
183,CSOEGTPR39XZHZJY,5034.230635442622
184,WATE5HFYHPFHRCHY,4819.489357253793
185,BRAEBHCHY6VVRNRQ,2187.293757129477
186,NKCE5QPMUZRQFDAZ,2186.0872483625326
187,NKCE9ABEE5HDWZSM,5762.558912676852
188,SHOEJCZ28JFRY9RR,5745.573794216465
189,PSLEAVTQQXEXZYYZ,4823.408391719411
190,SHOE66V8UMNGZKYM,1521.5836153477505
191,SHIE5HBGWKWJWFRA,3920.8992335418898
192,TOPE4HXDZHPR9K2C,1958.082911893756
193,BRAEBCTWGWYRWXHC,5373.313792786514
194,TOPE6ZCJBVZY3HBH,4997.69456525936
195,CRNEG7BKMFFYHQ8Z,4873.642324084859
196,SHOE7DJBEPYGQPHF,3946.761120197709
197,ACCEHY86UG6B63AZ,4792.156600272399
198,BLBEJR23J2CTPFAU,6063.01468304079
199,ACCEEV5V5VD5DR9C,1312.0837885780138
200,UMBEJZFHE285UEV2,5895.808270497343
201,SHOEBN3FFYG75P3D,3198.7721975165286
202,NKCEFGFURYNWH2DR,4015.0926822988176
203,ETHEJG7NW4M4AFCZ,6620.957842725633
204,SWSE9UH4KXCHZHRJ,3576.6374105837212
205,CRTECN2QZ7XUGBR6,4323.633005937134
206,BRAEDNX2NHZX5PKN,9257.984367094969
207,BRAE73KFJGNSP2NP,2223.8845311911555
208,MAHEDFPZVKF79JVQ,4039.985885228717
209,NKCECRQY6MGHBPQ3,8394.963319737373
210,CRTECN2QYYWUXHRP,3348.4609777611877
211,CPCEKY4TKBYFE7PH,5614.563648870249
212,TOPEA8HNSZB8VGUR,2748.84566911748
213,TOPECJZ4ZDXQZB4A,5207.463380484831
214,SHIE92XGJHG4HH5E,6103.81845981047
215,CRTECN2QVSZXUG7X,4972.307497405648
216,BRAEBBYRUSRHZD34,7347.38121609731
217,IFPEE76BG92E5SVS,5777.735241770393
218,CAGEBZ7UGCZZHVTE,-2559.501267819197
219,CAGE3GFTPMNXPZAG,844.9612936602289
220,SWTEDX3KRCTNHUGY,5797.720459548155
221,BBAEFKXVXVM8SYZW,6981.843528854613
222,PENEGZ6RHFWHX7JX,1872.001062825258
223,ETHEGFZFQT7ZCH3U,3366.6588299680357
224,TOPEE2FFAXQGSUZH,5304.136037567583
